month,cpi_all_items_index_2002_100,cpi_inflation_yoy_percent
2023-01,153.9,5.9188
2023-02,154.5,5.2452
2023-03,155.3,4.2982
2023-04,156.4,4.4059
2023-05,157.0,3.3575
2023-06,157.2,2.8123
2023-07,158.1,3.2658
2023-08,158.7,3.9974
2023-09,158.5,3.7983
2023-10,158.6,3.1209
2023-11,158.8,3.1169
2023-12,158.3,3.3965
2024-01,158.3,2.859
2024-02,158.8,2.7832
2024-03,159.8,2.8976
2024-04,160.6,2.6854
2024-05,161.5,2.8662
2024-06,161.4,2.6718
2024-07,162.1,2.53
2024-08,161.8,1.9534
2024-09,161.1,1.6404
2024-10,161.8,2.0177
2024-11,161.8,1.8892
2024-12,161.2,1.832
2025-01,161.3,1.8951
2025-02,163.0,2.6448
2025-03,163.5,2.3154
2025-04,163.4,1.7435
2025-05,164.3,1.7337
2025-06,164.4,1.8587
2025-07,164.9,1.7273
2025-08,164.8,1.8541
2025-09,164.9,2.3588
2025-10,165.3,2.1632
2025-11,165.4,2.225
2025-12,165.0,2.3573
2026-01,165.0,2.2939
2026-02,165.9,1.7791
2026-03,167.4,2.3853
2026-04,168.0,2.8152
