month,date,income_reference_year,median_after_tax_income_cad_annual,monthly_income_cad,proxy_home_price_canada_cad,proxy_home_price_toronto_cad,proxy_mortgage_principal_canada_cad,cmhc_5yr_conventional_mortgage_rate_percent,monthly_mortgage_payment_canada_cad,payment_to_income_percent,price_to_income_ratio_canada,risk_level,monthly_payment_minus_0_5pp_cad,monthly_payment_change_minus_0_5pp_cad,payment_to_income_minus_0_5pp_percent,monthly_payment_plus_0_5pp_cad,monthly_payment_change_plus_0_5pp_cad,payment_to_income_plus_0_5pp_percent,monthly_payment_plus_1_0pp_cad,monthly_payment_change_plus_1_0pp_cad,payment_to_income_plus_1_0pp_percent,monthly_payment_plus_2_0pp_cad,monthly_payment_change_plus_2_0pp_cad,payment_to_income_plus_2_0pp_percent,risk_level_plus_2_0pp,cpi_inflation_yoy_percent,unemployment_rate_percent,new_housing_price_index_canada_201612_100,new_housing_price_index_canada_yoy_percent,new_housing_price_index_toronto_201612_100,new_housing_price_index_toronto_yoy_percent,boc_policy_rate_monthly_average_percent
2014-03,2014-03-01,2014,71100.0,5925.0,661500.0,610400.0,529200.0,4.16,2840.28,47.94,9.3,High Risk,2694.93,-145.35,45.48,2989.73,149.45,50.46,3143.18,302.9,53.05,3461.59,621.31,58.42,High Risk,1.546,7.1,94.5,1.6129,87.2,1.6317,1.0
2014-04,2014-04-01,2014,71100.0,5925.0,662900.0,614600.0,530320.0,4.02,2805.08,47.34,9.32,High Risk,2660.6,-144.48,44.9,2953.71,148.63,49.85,3106.38,301.3,52.43,3423.35,618.27,57.78,High Risk,2.0375,7.1,94.7,1.6094,87.8,2.2119,1.0
2014-05,2014-05-01,2014,71100.0,5925.0,663600.0,614600.0,530880.0,4.02,2808.05,47.39,9.33,High Risk,2663.41,-144.64,44.95,2956.83,148.78,49.9,3109.66,301.61,52.48,3426.96,618.91,57.84,High Risk,2.2764,7.3,94.8,1.4989,87.8,1.9744,1.0
2014-06,2014-06-01,2014,71100.0,5925.0,664300.0,616700.0,531440.0,4.0,2805.14,47.34,9.34,High Risk,2660.51,-144.63,44.9,2953.92,148.78,49.86,3106.75,301.61,52.43,3424.08,618.94,57.79,High Risk,2.3577,7.2,94.9,1.4973,88.1,2.3229,1.0
2014-07,2014-07-01,2014,71100.0,5925.0,664300.0,616000.0,531440.0,4.01,2808.07,47.39,9.34,High Risk,2663.36,-144.71,44.95,2956.93,148.86,49.91,3109.84,301.77,52.49,3427.32,619.25,57.85,High Risk,2.1121,7.1,94.9,1.3889,88.0,1.8519,1.0
2014-08,2014-08-01,2014,71100.0,5925.0,666400.0,618800.0,533120.0,4.01,2816.95,47.54,9.37,High Risk,2671.78,-145.17,45.09,2966.28,149.33,50.06,3119.67,302.72,52.65,3438.16,621.21,58.03,High Risk,2.1121,7.0,95.2,1.6009,88.4,2.3148,1.0
2014-09,2014-09-01,2014,71100.0,5925.0,667100.0,620200.0,533680.0,4.02,2822.86,47.64,9.38,High Risk,2677.46,-145.4,45.19,2972.43,149.57,50.17,3126.06,303.2,52.76,3445.04,622.18,58.14,High Risk,2.0276,7.0,95.3,1.5991,88.6,2.4277,1.0
2014-10,2014-10-01,2014,71100.0,5925.0,667800.0,620900.0,534240.0,4.0,2819.92,47.59,9.39,High Risk,2674.53,-145.39,45.14,2969.48,149.56,50.12,3123.11,303.19,52.71,3442.12,622.2,58.09,High Risk,2.3577,6.8,95.4,1.7058,88.7,2.5434,1.0
2014-11,2014-11-01,2014,71100.0,5925.0,668500.0,621600.0,534800.0,4.0,2822.87,47.64,9.4,High Risk,2677.33,-145.54,45.19,2972.59,149.72,50.17,3126.39,303.52,52.77,3445.72,622.85,58.16,High Risk,1.9512,6.8,95.5,1.7039,88.8,2.5404,1.0
2014-12,2014-12-01,2014,71100.0,5925.0,668500.0,622300.0,534800.0,3.98,2816.97,47.54,9.4,High Risk,2671.6,-145.37,45.09,2966.52,149.55,50.07,3120.16,303.19,52.66,3439.19,622.22,58.05,High Risk,1.467,6.7,95.5,1.7039,88.9,2.4194,1.0
2015-01,2015-01-01,2015,70900.0,5908.33,668500.0,622300.0,534800.0,3.96,2811.07,47.58,9.43,High Risk,2665.88,-145.19,45.12,2960.46,149.39,50.11,3113.94,302.87,52.7,3432.66,621.59,58.1,High Risk,0.9748,6.8,95.5,1.4878,88.9,2.1839,0.9091
2015-02,2015-02-01,2015,70900.0,5908.33,669200.0,624400.0,535360.0,3.91,2799.29,47.38,9.44,High Risk,2654.37,-144.92,44.93,2948.42,149.13,49.9,3101.65,302.36,52.5,3419.94,620.65,57.88,High Risk,1.0475,6.9,95.6,1.2712,89.2,2.2936,0.75
2015-03,2015-03-01,2015,70900.0,5908.33,669900.0,626500.0,535920.0,3.84,2781.65,47.08,9.45,High Risk,2637.17,-144.48,44.63,2930.36,148.71,49.6,3083.18,301.53,52.18,3400.72,619.07,57.56,High Risk,1.2019,6.9,95.7,1.2698,89.5,2.6376,0.75
2015-04,2015-04-01,2015,70900.0,5908.33,669900.0,628600.0,535920.0,3.76,2758.25,46.68,9.45,High Risk,2614.46,-143.79,44.25,2906.28,148.03,49.19,3058.46,300.21,51.77,3374.75,616.5,57.12,High Risk,0.7987,7.0,95.7,1.056,89.8,2.2779,0.75
2015-05,2015-05-01,2015,70900.0,5908.33,671300.0,631400.0,537040.0,3.74,2758.17,46.68,9.47,High Risk,2614.25,-143.92,44.25,2906.34,148.17,49.19,3058.67,300.5,51.77,3375.31,617.14,57.13,High Risk,0.8744,6.9,95.9,1.1603,90.2,2.7335,0.75
2015-06,2015-06-01,2015,70900.0,5908.33,672700.0,635600.0,538160.0,3.72,2758.07,46.68,9.49,High Risk,2614.02,-144.05,44.24,2906.39,148.32,49.19,3058.86,300.79,51.77,3375.85,617.78,57.14,High Risk,1.0326,6.9,96.1,1.2645,90.8,3.0647,0.75
2015-07,2015-07-01,2015,70900.0,5908.33,673400.0,637700.0,538720.0,3.71,2758.01,46.68,9.5,High Risk,2613.9,-144.11,44.24,2906.4,148.39,49.19,3058.95,300.94,51.77,3376.11,618.1,57.14,High Risk,1.2729,7.0,96.2,1.3699,91.1,3.5227,0.6087
2015-08,2015-08-01,2015,70900.0,5908.33,675500.0,641200.0,540400.0,3.71,2766.61,46.83,9.53,High Risk,2622.05,-144.56,44.38,2915.46,148.85,49.34,3068.49,301.88,51.93,3386.64,620.03,57.32,High Risk,1.2729,7.1,96.5,1.3655,91.6,3.6199,0.5
2015-09,2015-09-01,2015,70900.0,5908.33,676200.0,642600.0,540960.0,3.71,2769.48,46.87,9.54,High Risk,2624.77,-144.71,44.42,2918.48,149.0,49.4,3071.67,302.19,51.99,3390.15,620.67,57.38,High Risk,1.0334,7.1,96.6,1.3641,91.8,3.6117,0.5
2015-10,2015-10-01,2015,70900.0,5908.33,677600.0,645400.0,542080.0,3.72,2778.16,47.02,9.56,High Risk,2633.06,-145.1,44.57,2927.56,149.4,49.55,3081.15,302.99,52.15,3400.44,622.28,57.55,High Risk,1.0326,7.0,96.8,1.4675,92.2,3.9459,0.5
2015-11,2015-11-01,2015,70900.0,5908.33,678300.0,647500.0,542640.0,3.72,2781.03,47.07,9.57,High Risk,2635.78,-145.25,44.61,2930.58,149.55,49.6,3084.33,303.3,52.2,3403.95,622.92,57.61,High Risk,1.3557,7.1,96.9,1.466,92.5,4.1667,0.5
2015-12,2015-12-01,2015,70900.0,5908.33,679000.0,648200.0,543200.0,3.75,2792.76,47.27,9.58,High Risk,2647.1,-145.66,44.8,2942.72,149.96,49.81,3096.88,304.12,52.42,3417.31,624.55,57.84,High Risk,1.6064,7.3,97.0,1.5707,92.6,4.162,0.5
2016-01,2016-01-01,2016,70900.0,5908.33,679700.0,649600.0,543760.0,3.76,2798.6,47.37,9.59,High Risk,2652.7,-145.9,44.9,2948.8,150.2,49.91,3103.2,304.6,52.52,3424.12,625.52,57.95,High Risk,2.0113,7.2,97.1,1.6754,92.8,4.387,0.5
2016-02,2016-02-01,2016,70900.0,5908.33,681100.0,652400.0,544880.0,3.75,2801.4,47.41,9.61,High Risk,2655.29,-146.11,44.94,2951.82,150.42,49.96,3106.46,305.06,52.58,3427.87,626.47,58.02,High Risk,1.3557,7.3,97.3,1.7782,93.2,4.4843,0.5
2016-03,2016-03-01,2016,70900.0,5908.33,682500.0,654500.0,546000.0,3.73,2801.22,47.41,9.63,High Risk,2654.98,-146.24,44.94,2951.78,150.56,49.96,3106.56,305.34,52.58,3428.33,627.11,58.03,High Risk,1.2668,7.2,97.5,1.8809,93.5,4.4693,0.5
2016-04,2016-04-01,2016,70900.0,5908.33,683900.0,659400.0,547120.0,3.7,2798.05,47.36,9.65,High Risk,2651.78,-146.27,44.88,2948.66,150.61,49.91,3103.51,305.46,52.53,3425.46,627.41,57.98,High Risk,1.664,7.3,97.7,2.0899,94.2,4.8998,0.5
2016-05,2016-05-01,2016,70900.0,5908.33,689500.0,672000.0,551600.0,3.67,2811.99,47.59,9.72,High Risk,2664.78,-147.21,45.1,2963.57,151.58,50.16,3119.44,307.45,52.8,3443.53,631.54,58.28,High Risk,1.4972,7.1,98.5,2.7112,96.0,6.4302,0.5
2016-06,2016-06-01,2016,70900.0,5908.33,690200.0,674800.0,552160.0,3.66,2811.85,47.59,9.73,High Risk,2664.59,-147.26,45.1,2963.5,151.65,50.16,3119.44,307.59,52.8,3443.71,631.86,58.29,High Risk,1.4937,7.0,98.6,2.6015,96.4,6.1674,0.5
2016-07,2016-07-01,2016,70900.0,5908.33,693000.0,681800.0,554400.0,3.67,2826.26,47.84,9.77,High Risk,2678.31,-147.95,45.33,2978.62,152.36,50.41,3135.27,309.01,53.07,3461.01,634.75,58.58,High Risk,1.2569,7.0,99.0,2.9106,97.4,6.9155,0.5
2016-08,2016-08-01,2016,70900.0,5908.33,693700.0,686000.0,554960.0,3.68,2832.12,47.93,9.78,High Risk,2683.93,-148.19,45.43,2984.72,152.6,50.52,3141.62,309.5,53.17,3467.85,635.73,58.69,High Risk,1.0998,6.9,99.1,2.6943,98.0,6.9869,0.5
2016-09,2016-09-01,2016,70900.0,5908.33,695100.0,688100.0,556080.0,3.67,2834.82,47.98,9.8,High Risk,2686.43,-148.39,45.47,2987.64,152.82,50.57,3144.77,309.95,53.23,3471.5,636.68,58.76,High Risk,1.3375,7.0,99.3,2.795,98.3,7.0806,0.5
2016-10,2016-10-01,2016,70900.0,5908.33,697900.0,697200.0,558320.0,3.68,2849.27,48.22,9.84,High Risk,2700.18,-149.09,45.7,3002.79,153.52,50.82,3160.64,311.37,53.49,3488.85,639.58,59.05,High Risk,1.4937,6.9,99.7,2.9959,99.6,8.026,0.5
2016-11,2016-11-01,2016,70900.0,5908.33,699300.0,700000.0,559440.0,3.7,2861.05,48.42,9.86,High Risk,2711.49,-149.56,45.89,3015.06,154.01,51.03,3173.4,312.35,53.71,3502.59,641.54,59.28,High Risk,1.1802,6.8,99.9,3.096,100.0,8.1081,0.5
2016-12,2016-12-01,2016,70900.0,5908.33,700000.0,700000.0,560000.0,3.74,2876.09,48.68,9.87,High Risk,2726.01,-150.08,46.14,3030.6,154.51,51.29,3189.44,313.35,53.98,3519.61,643.52,59.57,High Risk,1.502,6.9,100.0,3.0928,100.0,7.9914,0.5
2017-01,2017-01-01,2017,72700.0,6058.33,700700.0,701400.0,560560.0,3.73,2875.92,47.47,9.64,High Risk,2725.78,-150.14,44.99,3030.49,154.57,50.02,3189.4,313.48,52.64,3519.75,643.83,58.1,High Risk,2.1293,6.9,100.1,3.0896,100.2,7.9741,0.5
2017-02,2017-02-01,2017,72700.0,6058.33,703500.0,708400.0,562800.0,3.75,2893.53,47.76,9.68,High Risk,2742.62,-150.91,45.27,3048.9,155.37,50.33,3208.62,315.09,52.96,3540.61,647.08,58.44,High Risk,2.0456,6.6,100.5,3.2888,101.2,8.5837,0.5
2017-03,2017-03-01,2017,72700.0,6058.33,704900.0,709800.0,563920.0,3.66,2871.74,47.4,9.7,High Risk,2721.34,-150.4,44.92,3026.62,154.88,49.96,3185.88,314.14,52.59,3517.05,645.31,58.05,High Risk,1.5637,6.7,100.7,3.2821,101.4,8.4492,0.5
2017-04,2017-04-01,2017,72700.0,6058.33,710500.0,724500.0,568400.0,3.62,2882.26,47.58,9.77,High Risk,2731.03,-151.23,45.08,3038.01,155.75,50.15,3198.19,315.93,52.79,3531.32,649.06,58.29,High Risk,1.6368,6.5,101.5,3.8895,103.5,9.8726,0.5
2017-05,2017-05-01,2017,72700.0,6058.33,715400.0,732200.0,572320.0,3.59,2892.87,47.75,9.84,High Risk,2740.87,-152.0,45.24,3049.43,156.56,50.33,3210.45,317.58,52.99,3545.37,652.5,58.52,High Risk,1.3199,6.6,102.2,3.7563,104.6,8.9583,0.5
2017-06,2017-06-01,2017,72700.0,6058.33,716800.0,732200.0,573440.0,3.6,2901.62,47.89,9.86,High Risk,2749.24,-152.38,45.38,3058.58,156.96,50.49,3220.0,318.38,53.15,3555.75,654.13,58.69,High Risk,1.007,6.5,102.4,3.854,104.6,8.5062,0.5
2017-07,2017-07-01,2017,72700.0,6058.33,719600.0,732200.0,575680.0,3.72,2950.36,48.7,9.9,High Risk,2796.27,-154.09,46.16,3109.02,158.66,51.32,3272.13,321.77,54.01,3611.21,660.85,59.61,High Risk,1.1637,6.3,102.8,3.8384,104.6,7.3922,0.6667
2017-08,2017-08-01,2017,72700.0,6058.33,720300.0,732200.0,576240.0,3.82,2984.63,49.26,9.91,High Risk,2829.46,-155.17,46.7,3144.34,159.71,51.9,3308.49,323.86,54.61,3649.58,664.95,60.24,High Risk,1.3986,6.2,102.9,3.8345,104.6,6.7347,0.75
2017-09,2017-09-01,2017,72700.0,6058.33,721700.0,732200.0,577360.0,3.89,3012.56,49.73,9.93,High Risk,2856.45,-156.11,47.15,3173.21,160.65,52.38,3338.29,325.73,55.1,3681.21,668.65,60.76,High Risk,1.5528,6.2,103.1,3.8268,104.6,6.409,0.9643
2017-10,2017-10-01,2017,72700.0,6058.33,722400.0,732900.0,577920.0,3.98,3044.1,50.25,9.94,High Risk,2887.01,-157.09,47.65,3205.71,161.61,52.91,3371.73,327.63,55.65,3716.48,672.38,61.34,High Risk,1.3943,6.3,103.2,3.5105,104.7,5.1205,1.0
2017-11,2017-11-01,2017,72700.0,6058.33,723100.0,732900.0,578480.0,4.04,3066.22,50.61,9.95,High Risk,2908.43,-157.79,48.01,3228.53,162.31,53.29,3395.23,329.01,56.04,3741.31,675.09,61.75,High Risk,2.0995,6.2,103.3,3.4034,104.7,4.7,1.0
2017-12,2017-12-01,2017,72700.0,6058.33,723100.0,732900.0,578480.0,4.07,3075.83,50.77,9.95,High Risk,2917.77,-158.06,48.16,3238.41,162.58,53.45,3405.37,329.54,56.21,3751.95,676.12,61.93,High Risk,1.8692,6.0,103.3,3.3,104.7,4.7,1.0
2018-01,2018-01-01,2018,72700.0,6058.33,723100.0,732200.0,578480.0,4.14,3098.33,51.14,9.95,High Risk,2939.62,-158.71,48.52,3261.52,163.19,53.84,3429.09,330.76,56.6,3776.82,678.49,62.34,High Risk,1.6988,5.9,103.3,3.1968,104.6,4.3912,1.1196
2018-02,2018-02-01,2018,72700.0,6058.33,721700.0,728000.0,577360.0,4.26,3131.01,51.68,9.93,High Risk,2971.53,-159.48,49.05,3294.95,163.94,54.39,3463.22,332.21,57.16,3812.24,681.23,62.93,High Risk,2.1588,6.0,103.1,2.5871,104.0,2.7668,1.25
2018-03,2018-03-01,2018,72700.0,6058.33,721700.0,725900.0,577360.0,4.27,3134.25,51.73,9.93,High Risk,2974.68,-159.57,49.1,3298.27,164.02,54.44,3466.63,332.38,57.22,3815.81,681.56,62.98,High Risk,2.3095,5.8,103.1,2.3833,103.7,2.2682,1.25
2018-04,2018-04-01,2018,72700.0,6058.33,721700.0,722400.0,577360.0,4.27,3134.25,51.73,9.93,High Risk,2974.68,-159.57,49.1,3298.27,164.02,54.44,3466.63,332.38,57.22,3815.81,681.56,62.98,High Risk,2.2239,5.8,103.1,1.5764,103.2,-0.2899,1.25
2018-05,2018-05-01,2018,72700.0,6058.33,721700.0,722400.0,577360.0,4.35,3160.2,52.16,9.93,High Risk,2999.9,-160.3,49.52,3324.92,164.72,54.88,3493.96,333.76,57.67,3844.43,684.23,63.46,High Risk,2.2222,5.9,103.1,0.8806,103.2,-1.3384,1.25
2018-06,2018-06-01,2018,72700.0,6058.33,722400.0,722400.0,577920.0,4.32,3153.51,52.05,9.94,High Risk,2993.33,-160.18,49.41,3318.13,164.62,54.77,3487.08,333.57,57.56,3837.41,683.9,63.34,High Risk,2.454,6.0,103.2,0.7812,103.2,-1.3384,1.25
2018-07,2018-07-01,2018,72700.0,6058.33,723100.0,723100.0,578480.0,4.42,3189.17,52.64,9.95,High Risk,3027.94,-161.23,49.98,3354.83,165.66,55.38,3524.79,335.62,58.18,3877.07,687.9,64.0,High Risk,2.9908,5.9,103.3,0.4864,103.3,-1.2428,1.4205
2018-08,2018-08-01,2018,72700.0,6058.33,723100.0,723100.0,578480.0,4.43,3192.44,52.7,9.95,High Risk,3031.12,-161.32,50.03,3358.19,165.75,55.43,3528.23,335.79,58.24,3880.67,688.23,64.06,High Risk,2.8352,6.0,103.3,0.3887,103.3,-1.2428,1.5
2018-09,2018-09-01,2018,72700.0,6058.33,723100.0,723100.0,578480.0,4.43,3192.44,52.7,9.95,High Risk,3031.12,-161.32,50.03,3358.19,165.75,55.43,3528.23,335.79,58.24,3880.67,688.23,64.06,High Risk,2.2171,5.8,103.3,0.194,103.3,-1.2428,1.5
2018-10,2018-10-01,2018,72700.0,6058.33,723100.0,722400.0,578480.0,4.48,3208.82,52.97,9.95,High Risk,3047.05,-161.77,50.3,3375.0,166.18,55.71,3545.47,336.65,58.52,3898.71,689.89,64.35,High Risk,2.4446,5.6,103.3,0.0969,103.2,-1.4327,1.5652
2018-11,2018-11-01,2018,72700.0,6058.33,723100.0,723100.0,578480.0,4.38,3176.11,52.43,9.95,High Risk,3015.23,-160.88,49.77,3341.42,165.31,55.15,3511.04,334.93,57.95,3862.67,686.56,63.76,High Risk,1.6756,5.7,103.3,0.0,103.3,-1.3372,1.75
2018-12,2018-12-01,2018,72700.0,6058.33,723100.0,722400.0,578480.0,4.59,3245.0,53.56,9.95,High Risk,3082.25,-162.75,50.88,3412.14,167.14,56.32,3583.53,338.53,59.15,3938.53,693.53,65.01,High Risk,1.9878,5.6,103.3,0.0,103.2,-1.4327,1.75
2019-01,2019-01-01,2019,72500.0,6041.67,722400.0,721000.0,577920.0,4.59,3241.86,53.66,9.96,High Risk,3079.27,-162.59,50.97,3408.84,166.98,56.42,3580.06,338.2,59.26,3934.72,692.86,65.13,High Risk,1.4427,5.7,103.2,-0.0968,103.0,-1.5296,1.75
2019-02,2019-02-01,2019,72500.0,6041.67,722400.0,721000.0,577920.0,4.52,3218.83,53.28,9.96,High Risk,3056.86,-161.97,50.6,3385.2,166.37,56.03,3555.84,337.01,58.86,3909.38,690.55,64.71,High Risk,1.5094,5.8,103.2,0.097,103.0,-0.9615,1.75
2019-03,2019-03-01,2019,72500.0,6041.67,722400.0,721000.0,577920.0,4.44,3192.62,52.84,9.96,High Risk,3031.36,-161.26,50.17,3358.29,165.67,55.59,3528.26,335.64,58.4,3880.52,687.9,64.23,High Risk,1.8811,5.8,103.2,0.097,103.0,-0.675,1.75
2019-04,2019-04-01,2019,72500.0,6041.67,722400.0,720300.0,577920.0,4.33,3156.76,52.25,9.96,High Risk,2996.49,-160.27,49.6,3321.47,164.71,54.98,3490.5,333.74,57.77,3840.99,684.23,63.57,High Risk,2.0255,5.7,103.2,0.097,102.9,-0.2907,1.75
2019-05,2019-05-01,2019,72500.0,6041.67,721700.0,718200.0,577360.0,4.3,3143.97,52.04,9.95,High Risk,2984.12,-159.85,49.39,3308.26,164.29,54.76,3476.87,332.9,57.55,3826.53,682.56,63.34,High Risk,2.3988,5.5,103.1,0.0,102.6,-0.5814,1.75
2019-06,2019-06-01,2019,72500.0,6041.67,721000.0,718200.0,576800.0,4.23,3118.29,51.61,9.94,High Risk,2959.23,-159.06,48.98,3281.81,163.52,54.32,3449.66,331.37,57.1,3797.85,679.56,62.86,High Risk,2.021,5.6,103.0,-0.1938,102.6,-0.5814,1.75
2019-07,2019-07-01,2019,72500.0,6041.67,720300.0,714000.0,576240.0,4.14,3086.33,51.08,9.94,High Risk,2928.24,-158.09,48.47,3248.89,162.56,53.77,3415.81,329.48,56.54,3762.19,675.86,62.27,High Risk,2.0104,5.7,102.9,-0.3872,102.0,-1.2585,1.75
2019-08,2019-08-01,2019,72500.0,6041.67,721000.0,714000.0,576800.0,4.08,3070.1,50.82,9.94,High Risk,2912.4,-157.7,48.21,3232.29,162.19,53.5,3398.85,328.75,56.26,3744.59,674.49,61.98,High Risk,1.9374,5.7,103.0,-0.2904,102.0,-1.2585,1.75
2019-09,2019-09-01,2019,72500.0,6041.67,722400.0,716100.0,577920.0,4.07,3072.86,50.86,9.96,High Risk,2914.95,-157.91,48.25,3235.27,162.41,53.55,3402.07,329.21,56.31,3748.31,675.45,62.04,High Risk,1.8699,5.6,103.2,-0.0968,102.3,-0.9681,1.75
2019-10,2019-10-01,2019,72500.0,6041.67,723100.0,716800.0,578480.0,4.09,3082.25,51.02,9.97,High Risk,2924.0,-158.25,48.4,3245.0,162.75,53.71,3412.14,329.89,56.48,3759.04,676.79,62.22,High Risk,1.8643,5.6,103.3,0.0,102.4,-0.7752,1.75
2019-11,2019-11-01,2019,72500.0,6041.67,722400.0,716100.0,577920.0,4.09,3079.27,50.97,9.96,High Risk,2921.17,-158.1,48.35,3241.86,162.59,53.66,3408.84,329.57,56.42,3755.41,676.14,62.16,High Risk,2.1723,5.9,103.2,-0.0968,102.3,-0.9681,1.75
2019-12,2019-12-01,2019,72500.0,6041.67,723800.0,717500.0,579040.0,4.08,3082.02,51.01,9.98,High Risk,2923.71,-158.31,48.39,3244.84,162.82,53.71,3412.05,330.03,56.48,3759.13,677.11,62.22,High Risk,2.2489,5.6,103.4,0.0968,102.5,-0.6783,1.75
2020-01,2020-01-01,2020,77400.0,6450.0,723800.0,714700.0,579040.0,4.08,3082.02,47.78,9.35,High Risk,2923.71,-158.31,45.33,3244.84,162.82,50.31,3412.05,330.03,52.9,3759.13,677.11,58.28,High Risk,2.3952,5.5,103.4,0.1938,102.1,-0.8738,1.75
2020-02,2020-02-01,2020,77400.0,6450.0,726600.0,717500.0,581280.0,4.08,3093.94,47.97,9.39,High Risk,2935.02,-158.92,45.5,3257.39,163.45,50.5,3425.25,331.31,53.1,3773.67,679.73,58.51,High Risk,2.1561,5.8,103.8,0.5814,102.5,-0.4854,1.75
2020-03,2020-03-01,2020,77400.0,6450.0,728700.0,719600.0,582960.0,3.9,3044.98,47.21,9.41,High Risk,2887.26,-157.72,44.76,3207.28,162.3,49.73,3374.05,329.07,52.31,3720.47,675.49,57.68,High Risk,0.8863,8.5,104.1,0.8721,102.8,-0.1942,0.9545
2020-04,2020-04-01,2020,77400.0,6450.0,728700.0,719600.0,582960.0,3.95,3061.01,47.46,9.41,High Risk,2902.83,-158.18,45.01,3223.76,162.75,49.98,3390.97,329.96,52.57,3738.22,677.21,57.96,High Risk,-0.2206,13.7,104.1,0.8721,102.8,-0.0972,0.25
2020-05,2020-05-01,2020,77400.0,6450.0,729400.0,719600.0,583520.0,3.86,3035.11,47.06,9.42,High Risk,2877.61,-157.5,44.61,3197.2,162.09,49.57,3363.77,328.66,52.15,3709.85,674.74,57.52,High Risk,-0.366,14.2,104.2,1.0669,102.8,0.1949,0.25
2020-06,2020-06-01,2020,77400.0,6450.0,730100.0,719600.0,584080.0,3.77,3009.3,46.66,9.43,High Risk,2852.49,-156.81,44.22,3170.73,161.43,49.16,3336.66,327.36,51.73,3681.55,672.25,57.08,High Risk,0.6603,12.6,104.3,1.2621,102.8,0.1949,0.25
2020-07,2020-07-01,2020,77400.0,6450.0,732900.0,721700.0,586320.0,3.64,2979.46,46.19,9.47,High Risk,2823.28,-156.18,43.77,3140.32,160.86,48.69,3305.72,326.26,51.25,3649.7,670.24,56.58,High Risk,0.146,10.9,104.7,1.7493,103.1,1.0784,0.25
2020-08,2020-08-01,2020,77400.0,6450.0,736400.0,723800.0,589120.0,3.57,2971.44,46.07,9.51,High Risk,2815.17,-156.27,43.65,3132.41,160.97,48.56,3297.97,326.53,51.13,3642.38,670.94,56.47,High Risk,0.1462,10.1,105.2,2.1359,103.4,1.3725,0.25
2020-09,2020-09-01,2020,77400.0,6450.0,745500.0,729400.0,596400.0,3.51,2988.92,46.34,9.63,High Risk,2831.3,-157.62,43.9,3151.31,162.39,48.86,3318.37,329.45,51.45,3665.98,677.06,56.84,High Risk,0.514,9.1,106.5,3.1977,104.2,1.8573,0.25
2020-10,2020-10-01,2020,77400.0,6450.0,751100.0,733600.0,600880.0,3.45,2992.06,46.39,9.7,High Risk,2833.84,-158.22,43.94,3155.1,163.04,48.92,3322.86,330.8,51.52,3672.01,679.95,56.93,High Risk,0.6589,9.0,107.3,3.8722,104.8,2.3438,0.25
2020-11,2020-11-01,2020,77400.0,6450.0,755300.0,735700.0,604240.0,3.42,2999.1,46.5,9.76,High Risk,2840.3,-158.8,44.04,3162.77,163.67,49.04,3331.18,332.08,51.65,3681.75,682.65,57.08,High Risk,0.9531,8.6,107.9,4.5543,105.1,2.737,0.25
2020-12,2020-12-01,2020,77400.0,6450.0,757400.0,738500.0,605920.0,3.34,2981.63,46.23,9.79,High Risk,2823.17,-158.46,43.77,3144.98,163.35,48.76,3313.11,331.48,51.37,3663.21,681.58,56.79,High Risk,0.7331,8.9,108.2,4.6422,105.5,2.9268,0.25
2021-01,2021-01-01,2021,76800.0,6400.0,763000.0,743400.0,610400.0,3.3,2990.73,46.73,9.93,High Risk,2831.49,-159.24,44.24,3154.89,164.16,49.3,3323.88,333.15,51.94,3675.84,685.11,57.44,High Risk,1.0234,9.2,109.0,5.4159,106.2,4.0157,0.25
2021-02,2021-02-01,2021,76800.0,6400.0,777700.0,753900.0,622160.0,3.25,3031.89,47.37,10.13,High Risk,2870.09,-161.8,44.85,3198.72,166.83,49.98,3370.48,338.59,52.66,3728.28,696.39,58.25,High Risk,1.0917,8.5,111.1,7.0328,107.7,5.0732,0.25
2021-03,2021-03-01,2021,76800.0,6400.0,786100.0,760200.0,628880.0,3.26,3067.96,47.94,10.24,High Risk,2904.31,-163.65,45.38,3236.69,168.73,50.57,3410.4,342.44,53.29,3772.26,704.3,58.94,High Risk,2.1962,7.7,112.3,7.877,108.6,5.642,0.25
2021-04,2021-04-01,2021,76800.0,6400.0,800800.0,766500.0,640640.0,3.25,3121.94,48.78,10.43,High Risk,2955.34,-166.6,46.18,3293.73,171.79,51.46,3470.59,348.65,54.23,3839.02,717.08,59.98,High Risk,3.3898,8.2,114.4,9.8943,109.5,6.5175,0.25
2021-05,2021-05-01,2021,76800.0,6400.0,812000.0,769300.0,649600.0,3.25,3165.61,49.46,10.57,High Risk,2996.68,-168.93,46.82,3339.8,174.19,52.18,3519.13,353.52,54.99,3892.71,727.1,60.82,High Risk,3.6003,8.3,116.0,11.3244,109.9,6.9066,0.25
2021-06,2021-06-01,2021,76800.0,6400.0,816900.0,770000.0,653520.0,3.26,3188.16,49.82,10.64,High Risk,3018.11,-170.05,47.16,3363.51,175.35,52.55,3544.03,355.87,55.38,3920.06,731.9,61.25,High Risk,3.0612,7.9,116.7,11.8888,110.0,7.0039,0.25
2021-07,2021-07-01,2021,76800.0,6400.0,820400.0,771400.0,656320.0,3.2,3181.05,49.7,10.68,High Risk,3010.9,-170.15,47.05,3356.51,175.46,52.45,3537.19,356.14,55.27,3913.65,732.6,61.15,High Risk,3.7172,7.4,117.2,11.9389,110.2,6.8865,0.25
