month,date,income_reference_year,median_after_tax_income_cad_annual,monthly_income_cad,proxy_home_price_canada_cad,proxy_home_price_toronto_cad,proxy_mortgage_principal_canada_cad,cmhc_5yr_conventional_mortgage_rate_percent,monthly_mortgage_payment_canada_cad,payment_to_income_percent,price_to_income_ratio_canada,risk_level,monthly_payment_minus_0_5pp_cad,monthly_payment_change_minus_0_5pp_cad,payment_to_income_minus_0_5pp_percent,monthly_payment_plus_0_5pp_cad,monthly_payment_change_plus_0_5pp_cad,payment_to_income_plus_0_5pp_percent,monthly_payment_plus_1_0pp_cad,monthly_payment_change_plus_1_0pp_cad,payment_to_income_plus_1_0pp_percent,monthly_payment_plus_2_0pp_cad,monthly_payment_change_plus_2_0pp_cad,payment_to_income_plus_2_0pp_percent,risk_level_plus_2_0pp,cpi_inflation_yoy_percent,unemployment_rate_percent,new_housing_price_index_canada_201612_100,new_housing_price_index_canada_yoy_percent,new_housing_price_index_toronto_201612_100,new_housing_price_index_toronto_yoy_percent,boc_policy_rate_monthly_average_percent
2006-10,2006-10-01,2006,65600.0,5466.67,571200.0,495600.0,456960.0,6.01,2946.99,53.91,8.71,High Risk,2808.86,-138.13,51.38,3088.28,141.29,56.49,3232.61,285.62,59.13,3529.92,582.93,64.57,High Risk,1.0195,6.3,81.6,11.4754,70.8,3.0568,
2006-11,2006-11-01,2006,65600.0,5466.67,574000.0,497000.0,459200.0,5.99,2955.83,54.07,8.75,High Risk,2817.15,-138.68,51.53,3097.68,141.85,56.66,3242.6,286.77,59.32,3541.14,585.31,64.78,High Risk,1.3928,6.5,82.0,11.413,71.0,3.3479,
2006-12,2006-12-01,2006,65600.0,5466.67,574000.0,497700.0,459200.0,5.89,2927.83,53.56,8.75,High Risk,2789.8,-138.03,51.03,3069.06,141.23,56.14,3213.38,285.55,58.78,3510.78,582.95,64.22,High Risk,1.6729,6.3,82.0,10.6613,71.1,3.4934,
2007-01,2007-01-01,2007,67300.0,5608.33,576100.0,497700.0,460880.0,5.91,2944.15,52.5,8.56,High Risk,2805.49,-138.66,50.02,3086.03,141.88,55.03,3230.99,286.84,57.61,3529.71,585.56,62.94,High Risk,1.1091,6.4,82.3,10.174,71.1,2.8944,
2007-02,2007-02-01,2007,67300.0,5608.33,578900.0,498400.0,463120.0,6.0,2983.89,53.2,8.6,High Risk,2843.96,-139.93,50.71,3127.02,143.13,55.76,3273.24,289.35,58.36,3574.44,590.55,63.73,High Risk,2.037,6.3,82.7,9.9734,71.2,2.7417,
2007-03,2007-03-01,2007,67300.0,5608.33,581000.0,499100.0,464800.0,5.91,2969.19,52.94,8.63,High Risk,2829.35,-139.84,50.45,3112.27,143.08,55.49,3258.47,289.28,58.1,3559.73,590.54,63.47,High Risk,2.302,6.3,83.0,9.2105,71.3,2.5899,
2007-04,2007-04-01,2007,67300.0,5608.33,585900.0,499100.0,468720.0,5.92,2997.09,53.44,8.71,High Risk,2856.0,-141.09,50.92,3141.44,144.35,56.01,3288.93,291.84,58.64,3592.85,595.76,64.06,High Risk,2.1978,6.3,83.7,8.8427,71.3,2.2956,
2007-05,2007-05-01,2007,67300.0,5608.33,592200.0,501200.0,473760.0,6.01,3055.34,54.48,8.8,High Risk,2912.13,-143.21,51.93,3201.82,146.48,57.09,3351.46,296.12,59.76,3659.7,604.36,65.25,High Risk,2.1878,6.2,84.6,8.7404,71.6,2.432,
2007-06,2007-06-01,2007,67300.0,5608.33,595700.0,504000.0,476560.0,6.51,3220.75,57.43,8.85,High Risk,3073.4,-147.35,54.8,3371.27,150.52,60.11,3524.84,304.09,62.85,3840.6,619.85,68.48,High Risk,2.1918,6.1,85.1,7.7215,72.0,2.5641,
2007-07,2007-07-01,2007,67300.0,5608.33,601300.0,505400.0,481040.0,6.6,3278.14,58.45,8.93,High Risk,3128.82,-149.32,55.79,3430.64,152.5,61.17,3586.19,308.05,63.94,3905.93,627.79,69.65,High Risk,2.1898,6.0,85.9,7.6441,72.2,2.4113,
2007-08,2007-08-01,2007,67300.0,5608.33,604100.0,506800.0,483280.0,6.62,3299.47,58.83,8.98,High Risk,3149.33,-150.14,56.15,3452.81,153.34,61.57,3609.2,309.73,64.35,3930.66,631.19,70.09,High Risk,1.7304,6.0,86.3,6.5432,72.4,2.2599,
2007-09,2007-09-01,2007,67300.0,5608.33,605500.0,508900.0,484400.0,6.61,3304.08,58.91,9.0,High Risk,3153.65,-150.43,56.23,3457.7,153.62,61.65,3614.4,310.32,64.45,3936.49,632.41,70.19,High Risk,2.4725,6.0,86.5,6.2654,72.7,2.6836,
2007-10,2007-10-01,2007,67300.0,5608.33,606200.0,508900.0,484960.0,6.69,3332.29,59.42,9.01,High Risk,3181.17,-151.12,56.72,3486.6,154.31,62.17,3643.96,311.67,64.97,3967.32,635.03,70.74,High Risk,2.3853,6.0,86.6,6.1275,72.7,2.6836,
2007-11,2007-11-01,2007,67300.0,5608.33,609000.0,513800.0,487200.0,6.73,3359.97,59.91,9.05,High Risk,3207.89,-152.08,57.2,3515.24,155.27,62.68,3673.57,313.6,65.5,3998.87,638.9,71.3,High Risk,2.4725,6.1,87.0,6.0976,73.4,3.3803,
2007-12,2007-12-01,2007,67300.0,5608.33,609700.0,514500.0,487760.0,6.75,3369.99,60.09,9.06,High Risk,3217.6,-152.39,57.37,3525.56,155.57,62.86,3684.19,314.2,65.69,4010.09,640.1,71.5,High Risk,2.3766,6.2,87.1,6.2195,73.5,3.3755,
2008-01,2008-01-01,2008,68300.0,5691.67,613200.0,518700.0,490560.0,6.81,3407.94,59.88,8.98,High Risk,3254.29,-153.65,57.18,3564.79,156.85,62.63,3724.69,316.75,65.44,4053.12,645.18,71.21,High Risk,2.1938,6.1,87.6,6.4399,74.1,4.2194,
2008-02,2008-02-01,2008,68300.0,5691.67,615300.0,520100.0,492240.0,6.72,3391.62,59.59,9.01,High Risk,3238.03,-153.59,56.89,3548.44,156.82,62.34,3708.34,316.72,65.15,4036.89,645.27,70.93,High Risk,1.8149,6.1,87.9,6.2878,74.3,4.3539,
2008-03,2008-03-01,2008,68300.0,5691.67,616700.0,521500.0,493360.0,6.6,3362.1,59.07,9.03,High Risk,3208.95,-153.15,56.38,3518.5,156.4,61.82,3678.04,315.94,64.62,4005.97,643.87,70.38,High Risk,1.3501,6.2,88.1,6.1446,74.5,4.4881,
2008-04,2008-04-01,2008,68300.0,5691.67,616700.0,522200.0,493360.0,6.4,3300.44,57.99,9.03,High Risk,3148.64,-151.8,55.32,3455.56,155.12,60.71,3613.86,313.42,63.49,3939.48,639.04,69.21,High Risk,1.7025,6.2,88.1,5.2569,74.6,4.6283,
2008-05,2008-05-01,2008,68300.0,5691.67,616700.0,521500.0,493360.0,6.21,3242.36,56.97,9.03,High Risk,3091.85,-150.51,54.32,3396.23,153.87,59.67,3553.34,310.98,62.43,3876.72,634.36,68.11,High Risk,2.2302,6.2,88.1,4.1371,74.5,4.0503,
2008-06,2008-06-01,2008,68300.0,5691.67,617400.0,523600.0,493920.0,6.2,3242.99,56.98,9.04,High Risk,3092.38,-150.61,54.33,3396.97,153.98,59.68,3554.19,311.2,62.45,3877.82,634.83,68.13,High Risk,3.1278,6.1,88.2,3.6428,74.8,3.8889,
2008-07,2008-07-01,2008,68300.0,5691.67,617400.0,523600.0,493920.0,6.37,3294.97,57.89,9.04,High Risk,3143.2,-151.77,55.22,3450.07,155.1,60.62,3608.36,313.39,63.4,3934.0,639.03,69.12,High Risk,3.3929,6.2,88.2,2.6775,74.8,3.6011,
2008-08,2008-08-01,2008,68300.0,5691.67,617400.0,524300.0,493920.0,6.25,3258.24,57.25,9.04,High Risk,3107.28,-150.96,54.59,3412.55,154.31,59.96,3570.09,311.85,62.72,3894.31,636.07,68.42,High Risk,3.4915,6.2,88.2,2.2016,74.9,3.453,
2008-09,2008-09-01,2008,68300.0,5691.67,618100.0,524300.0,494480.0,6.16,3234.48,56.83,9.05,High Risk,3083.97,-150.51,54.18,3388.37,153.89,59.53,3545.51,311.03,62.29,3869.04,634.56,67.98,High Risk,3.3959,6.3,88.3,2.0809,74.9,3.0261,
2008-10,2008-10-01,2008,68300.0,5691.67,615300.0,524300.0,492240.0,6.46,3311.35,58.18,9.01,High Risk,3159.48,-151.87,55.51,3466.5,155.15,60.9,3624.81,313.46,63.69,3950.39,639.04,69.41,High Risk,2.5986,6.4,87.9,1.5012,74.9,3.0261,
2008-11,2008-11-01,2008,68300.0,5691.67,613900.0,524300.0,491120.0,6.51,3319.15,58.32,8.99,High Risk,3167.3,-151.85,55.65,3474.27,155.12,61.04,3632.53,313.38,63.82,3957.94,638.79,69.54,High Risk,1.966,6.7,87.7,0.8046,74.9,2.0436,
2008-12,2008-12-01,2008,68300.0,5691.67,612500.0,524300.0,490000.0,6.17,3208.19,56.37,8.97,High Risk,3058.98,-149.21,53.74,3360.75,152.56,59.05,3516.54,308.35,61.78,3837.25,629.06,67.42,High Risk,1.1607,7.0,87.5,0.4592,74.9,1.9048,
2009-01,2009-01-01,2009,68100.0,5675.0,609000.0,524300.0,487200.0,5.78,3073.84,54.16,8.94,High Risk,2928.16,-145.68,51.6,3222.95,149.11,56.79,3375.36,301.52,59.48,3689.56,615.72,65.01,High Risk,1.0733,7.5,87.0,-0.6849,74.9,1.0796,
2009-02,2009-02-01,2009,68100.0,5675.0,604800.0,524300.0,483840.0,5.28,2907.97,51.24,8.88,High Risk,2766.81,-141.16,48.75,3052.65,144.68,53.79,3200.72,292.75,56.4,3506.59,598.62,61.79,High Risk,1.426,8.1,86.4,-1.7065,74.9,0.8075,
2009-03,2009-03-01,2009,68100.0,5675.0,602000.0,522200.0,481600.0,5.14,2854.81,50.31,8.84,High Risk,2715.3,-139.51,47.85,2997.85,143.04,52.83,3144.3,289.49,55.41,3446.98,592.17,60.74,High Risk,1.2433,8.4,86.0,-2.3837,74.6,0.1342,
2009-04,2009-04-01,2009,68100.0,5675.0,598500.0,519400.0,478800.0,4.79,2740.75,48.3,8.79,High Risk,2604.58,-136.17,45.9,2880.51,139.76,50.76,3023.75,283.0,53.28,3320.19,579.44,58.51,High Risk,0.3524,8.4,85.5,-2.9512,74.2,-0.5362,0.25
2009-05,2009-05-01,2009,68100.0,5675.0,597800.0,518000.0,478240.0,4.62,2690.89,47.42,8.78,High Risk,2556.12,-134.77,45.04,2829.28,138.39,49.86,2971.18,280.29,52.36,3265.06,574.17,57.53,High Risk,0.0873,8.7,85.4,-3.0647,74.0,-0.6711,0.25
2009-06,2009-06-01,2009,68100.0,5675.0,596400.0,517300.0,477120.0,4.9,2761.47,48.66,8.76,High Risk,2624.98,-136.49,46.26,2901.51,140.04,51.13,3044.99,283.52,53.66,3341.81,580.34,58.89,High Risk,-0.26,8.8,85.2,-3.4014,73.9,-1.2032,0.25
2009-07,2009-07-01,2009,68100.0,5675.0,597800.0,518000.0,478240.0,5.14,2834.89,49.95,8.78,High Risk,2696.36,-138.53,47.51,2976.93,142.04,52.46,3122.36,287.47,55.02,3422.93,588.04,60.32,High Risk,-0.9499,8.8,85.4,-3.1746,74.0,-1.0695,0.25
2009-08,2009-08-01,2009,68100.0,5675.0,598500.0,518700.0,478800.0,5.13,2835.4,49.96,8.79,High Risk,2696.78,-138.62,47.52,2977.54,142.14,52.47,3123.08,287.68,55.03,3423.87,588.47,60.33,High Risk,-0.7785,8.7,85.5,-3.0612,74.1,-1.0681,0.25
2009-09,2009-09-01,2009,68100.0,5675.0,601300.0,521500.0,481040.0,4.97,2803.71,49.4,8.83,High Risk,2665.59,-138.12,46.97,2945.39,141.68,51.9,3090.53,286.82,54.46,3390.69,586.98,59.75,High Risk,-0.8643,8.5,85.9,-2.718,74.5,-0.534,0.25
2009-10,2009-10-01,2009,68100.0,5675.0,602700.0,522900.0,482160.0,5.0,2818.66,49.67,8.85,High Risk,2680.0,-138.66,47.22,2960.88,142.22,52.17,3106.56,287.9,54.74,3407.81,589.15,60.05,High Risk,0.0873,8.6,86.1,-2.0478,74.7,-0.267,0.25
2009-11,2009-11-01,2009,68100.0,5675.0,604800.0,526400.0,483840.0,5.06,2845.42,50.14,8.88,High Risk,2705.84,-139.58,47.68,2988.56,143.14,52.66,3135.16,289.74,55.25,3438.22,592.8,60.59,High Risk,0.9641,8.6,86.4,-1.4823,75.2,0.4005,0.25
2009-12,2009-12-01,2009,68100.0,5675.0,606900.0,529900.0,485520.0,4.83,2790.42,49.17,8.91,High Risk,2652.04,-138.38,46.73,2932.43,142.01,51.67,3077.95,287.53,54.24,3379.08,588.66,59.54,High Risk,1.3239,8.6,86.7,-0.9143,75.7,1.0681,0.25
2010-01,2010-01-01,2010,67500.0,5625.0,609700.0,532700.0,487760.0,4.8,2794.85,49.69,9.03,High Risk,2656.06,-138.79,47.22,2937.3,142.45,52.22,3083.28,288.43,54.81,3385.41,590.56,60.19,High Risk,1.8584,8.4,87.1,0.1149,76.1,1.6021,0.25
2010-02,2010-02-01,2010,67500.0,5625.0,609700.0,529200.0,487760.0,4.73,2775.2,49.34,9.03,High Risk,2636.92,-138.28,46.88,2917.14,141.94,51.86,3062.64,287.44,54.45,3363.83,588.63,59.8,High Risk,1.5817,8.4,87.1,0.8102,75.6,0.9346,0.25
2010-03,2010-03-01,2010,67500.0,5625.0,611800.0,529900.0,489440.0,4.71,2779.13,49.41,9.06,High Risk,2640.53,-138.6,46.94,2921.42,142.29,51.94,3067.28,288.15,54.53,3369.25,590.12,59.9,High Risk,1.4035,8.3,87.4,1.6279,75.7,1.4745,0.25
2010-04,2010-04-01,2010,67500.0,5625.0,613200.0,530600.0,490560.0,5.15,2910.8,51.75,9.08,High Risk,2768.63,-142.17,49.22,3056.57,145.77,54.34,3205.82,295.02,56.99,3514.26,603.46,62.48,High Risk,1.8437,8.2,87.6,2.4561,75.8,2.1563,0.25
2010-05,2010-05-01,2010,67500.0,5625.0,615300.0,534100.0,492240.0,5.3,2964.28,52.7,9.12,High Risk,2820.52,-143.76,50.14,3111.6,147.32,55.32,3262.39,298.11,58.0,3573.82,609.54,63.53,High Risk,1.3949,8.2,87.9,2.9274,76.3,3.1081,0.25
2010-06,2010-06-01,2010,67500.0,5625.0,616000.0,535500.0,492800.0,5.18,2932.78,52.14,9.13,High Risk,2789.73,-143.05,49.6,3079.42,146.64,54.75,3229.56,296.78,57.41,3539.8,607.02,62.93,High Risk,0.9557,8.0,88.0,3.2864,76.5,3.5183,0.5
2010-07,2010-07-01,2010,67500.0,5625.0,615300.0,536200.0,492240.0,5.02,2883.32,51.26,9.12,High Risk,2741.62,-141.7,48.74,3028.67,145.35,53.84,3177.53,294.21,56.49,3485.33,602.01,61.96,High Risk,1.8309,8.2,87.9,2.9274,76.6,3.5135,0.6023
2010-08,2010-08-01,2010,67500.0,5625.0,616000.0,537600.0,492800.0,4.82,2829.42,50.3,9.13,High Risk,2689.04,-140.38,47.81,2973.48,144.06,52.86,3121.12,291.7,55.49,3426.63,597.21,60.92,High Risk,1.7437,8.2,88.0,2.924,76.8,3.6437,0.75
2010-09,2010-09-01,2010,67500.0,5625.0,616700.0,537600.0,493360.0,4.6,2770.33,49.25,9.14,High Risk,2631.45,-138.88,46.78,2912.95,142.62,51.79,3059.2,288.87,54.39,3362.1,591.77,59.77,High Risk,1.918,8.2,88.1,2.5611,76.8,3.0872,0.9432
2010-10,2010-10-01,2010,67500.0,5625.0,617400.0,538300.0,493920.0,4.52,2750.98,48.91,9.15,High Risk,2612.55,-138.43,46.45,2893.17,142.19,51.43,3039.0,288.02,54.03,3341.16,590.18,59.4,High Risk,2.4433,8.1,88.2,2.439,76.9,2.9451,1.0
2010-11,2010-11-01,2010,67500.0,5625.0,618800.0,541100.0,495040.0,4.45,2737.56,48.67,9.17,High Risk,2599.36,-138.2,46.21,2879.55,141.99,51.19,3025.21,287.65,53.78,3327.1,589.54,59.15,High Risk,1.9965,7.9,88.4,2.3148,77.3,2.7926,1.0
2010-12,2010-12-01,2010,67500.0,5625.0,618800.0,541800.0,495040.0,4.5,2751.59,48.92,9.17,High Risk,2613.0,-138.59,46.45,2893.95,142.36,51.45,3039.98,288.39,54.04,3342.55,590.96,59.42,High Risk,2.3519,7.8,88.4,1.9608,77.4,2.2457,1.0
2011-01,2011-01-01,2011,67200.0,5600.0,620200.0,543900.0,496160.0,4.55,2771.92,49.5,9.23,High Risk,2632.63,-139.29,47.01,2914.97,143.05,52.05,3061.69,289.77,54.67,3365.63,593.71,60.1,High Risk,2.3458,7.8,88.6,1.7222,77.7,2.1025,1.0
2011-02,2011-02-01,2011,67200.0,5600.0,623000.0,546700.0,498400.0,4.68,2821.44,50.38,9.27,High Risk,2680.53,-140.91,47.87,2966.1,144.66,52.97,3114.42,292.98,55.61,3421.5,600.06,61.1,High Risk,2.1626,7.8,89.0,2.1814,78.1,3.3069,1.0
2011-03,2011-03-01,2011,67200.0,5600.0,623000.0,548800.0,498400.0,4.7,2827.15,50.48,9.27,High Risk,2686.09,-141.06,47.97,2971.97,144.82,53.07,3120.42,293.27,55.72,3427.78,600.63,61.21,High Risk,3.2872,7.8,89.0,1.8307,78.4,3.5667,1.0
2011-04,2011-04-01,2011,67200.0,5600.0,624400.0,551600.0,499520.0,4.87,2882.44,51.47,9.29,High Risk,2739.76,-142.68,48.92,3028.83,146.39,54.09,3178.84,296.4,56.76,3489.19,606.75,62.31,High Risk,3.2759,7.8,89.2,1.8265,78.8,3.9578,1.0
2011-05,2011-05-01,2011,67200.0,5600.0,627200.0,557200.0,501760.0,4.83,2883.76,51.5,9.33,High Risk,2740.75,-143.01,48.94,3030.51,146.75,54.12,3180.91,297.15,56.8,3492.11,608.35,62.36,High Risk,3.6973,7.7,89.6,1.934,79.6,4.325,1.0
2011-06,2011-06-01,2011,67200.0,5600.0,628600.0,561400.0,502880.0,4.6,2823.79,50.42,9.35,High Risk,2682.23,-141.56,47.9,2969.16,145.37,53.02,3118.23,294.44,55.68,3426.97,603.18,61.2,High Risk,3.0981,7.7,89.8,2.0455,80.2,4.8366,1.0
2011-07,2011-07-01,2011,67200.0,5600.0,629300.0,563500.0,503440.0,4.57,2818.32,50.33,9.36,High Risk,2676.84,-141.48,47.8,2963.63,145.31,52.92,3112.64,294.32,55.58,3421.32,603.0,61.1,High Risk,2.7397,7.4,89.9,2.2753,80.5,5.0914,1.0
2011-08,2011-08-01,2011,67200.0,5600.0,630000.0,564900.0,504000.0,4.52,2807.12,50.13,9.38,High Risk,2665.87,-141.25,47.6,2952.21,145.09,52.72,3101.02,293.9,55.38,3409.35,602.23,60.88,High Risk,3.0848,7.4,90.0,2.2727,80.7,5.0781,1.0
2011-09,2011-09-01,2011,67200.0,5600.0,630700.0,566300.0,504560.0,4.42,2781.65,49.67,9.39,High Risk,2641.02,-140.63,47.16,2926.14,144.49,52.25,3074.38,292.73,54.9,3381.65,600.0,60.39,High Risk,3.1651,7.5,90.1,2.2701,80.9,5.3385,1.0
2011-10,2011-10-01,2011,67200.0,5600.0,632100.0,569100.0,505680.0,4.35,2767.85,49.43,9.41,High Risk,2627.46,-140.39,46.92,2912.13,144.28,52.0,3060.18,292.33,54.65,3367.14,599.29,60.13,High Risk,2.8961,7.5,90.3,2.381,81.3,5.7217,1.0
2011-11,2011-11-01,2011,67200.0,5600.0,634200.0,574700.0,507360.0,4.38,2785.63,49.74,9.44,High Risk,2644.53,-141.1,47.22,2930.61,144.98,52.33,3079.38,293.75,54.99,3387.78,602.15,60.5,High Risk,2.8936,7.6,90.6,2.4887,82.1,6.2096,1.0
2011-12,2011-12-01,2011,67200.0,5600.0,634900.0,576100.0,507920.0,4.36,2782.97,49.7,9.45,High Risk,2641.88,-141.09,47.18,2927.97,145.0,52.29,3076.75,293.78,54.94,3385.21,602.24,60.45,High Risk,2.2979,7.5,90.7,2.6018,82.3,6.3307,1.0
2012-01,2012-01-01,2012,69100.0,5758.33,635600.0,576800.0,508480.0,4.31,2771.74,48.13,9.2,High Risk,2630.89,-140.85,45.69,2916.51,144.77,50.65,3065.08,293.34,53.23,3373.17,601.43,58.58,High Risk,2.4618,7.7,90.8,2.4831,82.4,6.0489,1.0
2012-02,2012-02-01,2012,69100.0,5758.33,637000.0,578900.0,509600.0,4.23,2754.99,47.84,9.22,High Risk,2614.47,-140.52,45.4,2899.46,144.47,50.35,3047.76,292.77,52.93,3355.38,600.39,58.27,High Risk,2.6249,7.6,91.0,2.2472,82.7,5.8899,1.0
2012-03,2012-03-01,2012,69100.0,5758.33,639100.0,582400.0,511280.0,4.21,2758.36,47.9,9.25,High Risk,2617.53,-140.83,45.46,2903.15,144.79,50.42,3051.78,293.42,53.0,3360.13,601.77,58.35,High Risk,1.9263,7.4,91.3,2.5843,83.2,6.1224,1.0
2012-04,2012-04-01,2012,69100.0,5758.33,640500.0,584500.0,512400.0,4.36,2807.52,48.76,9.27,High Risk,2665.18,-142.34,46.28,2953.79,146.27,51.3,3103.89,296.37,53.9,3415.07,607.55,59.31,High Risk,2.0033,7.4,91.5,2.5785,83.5,5.9645,1.0
2012-05,2012-05-01,2012,69100.0,5758.33,641900.0,588000.0,513520.0,4.35,2810.77,48.81,9.29,High Risk,2668.2,-142.57,46.34,2957.28,146.51,51.36,3107.63,296.86,53.97,3419.35,608.58,59.38,High Risk,1.2438,7.6,91.7,2.3438,84.0,5.5276,1.0
2012-06,2012-06-01,2012,69100.0,5758.33,643300.0,589400.0,514640.0,4.25,2788.0,48.42,9.31,High Risk,2645.92,-142.08,45.95,2934.05,146.05,50.95,3083.97,295.97,53.56,3394.92,606.92,58.96,High Risk,1.5025,7.4,91.9,2.3385,84.2,4.9875,1.0
2012-07,2012-07-01,2012,69100.0,5758.33,644000.0,589400.0,515200.0,4.23,2785.27,48.37,9.32,High Risk,2643.2,-142.07,45.9,2931.32,146.05,50.91,3081.25,295.98,53.51,3392.25,606.98,58.91,High Risk,1.25,7.3,92.0,2.3359,84.2,4.5963,1.0
2012-08,2012-08-01,2012,69100.0,5758.33,644700.0,591500.0,515760.0,4.23,2788.3,48.42,9.33,High Risk,2646.07,-142.23,45.95,2934.51,146.21,50.96,3084.6,296.3,53.57,3395.94,607.64,58.97,High Risk,1.2469,7.4,92.1,2.3333,84.5,4.7088,1.0
2012-09,2012-09-01,2012,69100.0,5758.33,646100.0,595000.0,516880.0,4.2,2785.69,48.38,9.35,High Risk,2643.4,-142.29,45.91,2931.98,146.29,50.92,3082.16,296.47,53.53,3393.74,608.05,58.94,High Risk,1.1609,7.4,92.3,2.4417,85.0,5.068,1.0
2012-10,2012-10-01,2012,69100.0,5758.33,647500.0,596400.0,518000.0,4.17,2783.05,48.33,9.37,High Risk,2640.7,-142.35,45.86,2929.42,146.37,50.87,3079.7,296.65,53.48,3391.52,608.47,58.9,High Risk,1.1589,7.4,92.5,2.4363,85.2,4.797,1.0
2012-11,2012-11-01,2012,69100.0,5758.33,648200.0,597800.0,518560.0,4.15,2780.28,48.28,9.38,High Risk,2637.94,-142.34,45.81,2926.65,146.37,50.82,3076.94,296.66,53.43,3388.8,608.52,58.85,High Risk,0.8271,7.4,92.6,2.2075,85.4,4.0195,1.0
2012-12,2012-12-01,2012,69100.0,5758.33,648900.0,599200.0,519120.0,4.15,2783.28,48.33,9.39,High Risk,2640.79,-142.49,45.86,2929.81,146.53,50.88,3080.26,296.98,53.49,3392.46,609.18,58.91,High Risk,0.8319,7.3,92.7,2.2051,85.6,4.0097,1.0
2013-01,2013-01-01,2013,69500.0,5791.67,649600.0,600600.0,519680.0,4.14,2783.39,48.06,9.35,High Risk,2640.82,-142.57,45.6,2930.0,146.61,50.59,3080.54,297.15,53.19,3392.92,609.53,58.58,High Risk,0.4971,7.1,92.8,2.2026,85.8,4.1262,1.0
2013-02,2013-02-01,2013,69500.0,5791.67,651000.0,600600.0,520800.0,4.11,2780.7,48.01,9.37,High Risk,2638.07,-142.63,45.55,2927.39,146.69,50.54,3078.02,297.32,53.15,3390.63,609.93,58.54,High Risk,1.2376,7.1,93.0,2.1978,85.8,3.7485,1.0
2013-03,2013-03-01,2013,69500.0,5791.67,651000.0,600600.0,520800.0,4.02,2754.73,47.56,9.37,High Risk,2612.84,-141.89,45.11,2900.69,145.96,50.08,3050.62,295.89,52.67,3361.89,607.16,58.05,High Risk,0.986,7.3,93.0,1.862,85.8,3.125,1.0
2013-04,2013-04-01,2013,69500.0,5791.67,652400.0,601300.0,521920.0,4.02,2760.65,47.67,9.39,High Risk,2618.46,-142.19,45.21,2906.93,146.28,50.19,3057.18,296.53,52.79,3369.12,608.47,58.17,High Risk,0.4092,7.2,93.2,1.8579,85.9,2.8743,1.0
2013-05,2013-05-01,2013,69500.0,5791.67,653800.0,602700.0,523040.0,4.02,2766.58,47.77,9.41,High Risk,2624.08,-142.5,45.31,2913.17,146.59,50.3,3063.74,297.16,52.9,3376.35,609.77,58.3,High Risk,0.7371,7.1,93.4,1.8539,86.1,2.5,1.0
2013-06,2013-06-01,2013,69500.0,5791.67,654500.0,602700.0,523600.0,4.0,2763.75,47.72,9.42,High Risk,2621.27,-142.48,45.26,2910.34,146.59,50.25,3060.91,297.16,52.85,3373.56,609.81,58.25,High Risk,1.1513,7.2,93.5,1.741,86.1,2.2565,1.0
2013-07,2013-07-01,2013,69500.0,5791.67,655200.0,604800.0,524160.0,4.08,2789.92,48.17,9.43,High Risk,2646.61,-143.31,45.7,2937.3,147.38,50.72,3088.67,298.75,53.33,3402.85,612.93,58.75,High Risk,1.3169,7.3,93.6,1.7391,86.4,2.6128,1.0
2013-08,2013-08-01,2013,69500.0,5791.67,655900.0,604800.0,524720.0,4.14,2810.39,48.52,9.44,High Risk,2666.43,-143.96,46.04,2958.42,148.03,51.08,3110.41,300.02,53.7,3425.83,615.44,59.15,High Risk,1.0673,7.3,93.7,1.7372,86.4,2.2485,1.0
2013-09,2013-09-01,2013,69500.0,5791.67,656600.0,605500.0,525280.0,4.33,2869.22,49.54,9.45,High Risk,2723.55,-145.67,47.03,3018.93,149.71,52.13,3172.57,303.35,54.78,3491.13,621.91,60.28,High Risk,1.0656,7.1,93.8,1.6251,86.5,1.7647,1.0
2013-10,2013-10-01,2013,69500.0,5791.67,656600.0,605500.0,525280.0,4.4,2889.94,49.9,9.45,High Risk,2743.7,-146.24,47.37,3040.21,150.27,52.49,3194.38,304.44,55.15,3513.98,624.04,60.67,High Risk,0.6547,7.3,93.8,1.4054,86.5,1.5258,1.0
2013-11,2013-11-01,2013,69500.0,5791.67,657300.0,606200.0,525840.0,4.39,2890.06,49.9,9.46,High Risk,2743.74,-146.32,47.37,3040.4,150.34,52.5,3194.67,304.61,55.16,3514.45,624.39,60.68,High Risk,0.9024,7.1,93.9,1.4039,86.6,1.4052,1.0
2013-12,2013-12-01,2013,69500.0,5791.67,657300.0,607600.0,525840.0,4.39,2890.06,49.9,9.46,High Risk,2743.74,-146.32,47.37,3040.4,150.34,52.5,3194.67,304.61,55.16,3514.45,624.39,60.68,High Risk,1.2376,7.4,93.9,1.2945,86.8,1.4019,1.0
2014-01,2014-01-01,2014,71100.0,5925.0,658700.0,609000.0,526960.0,4.38,2893.24,48.83,9.26,High Risk,2746.69,-146.55,46.36,3043.83,150.59,51.37,3198.34,305.1,53.98,3518.66,625.42,59.39,High Risk,1.4839,7.3,94.1,1.4009,87.0,1.3986,1.0
2014-02,2014-02-01,2014,71100.0,5925.0,660800.0,610400.0,528640.0,4.32,2884.6,48.69,9.29,High Risk,2738.09,-146.51,46.21,3035.19,150.59,51.23,3189.73,305.13,53.84,3510.19,625.59,59.24,High Risk,1.141,7.3,94.4,1.5054,87.2,1.6317,1.0
